Ticket Number,Ticket_Date,Branch,ASM_Name,DC,Distributor_Code,Distributor_Name,Module_Name,Current_Status,CD_Type,Transporter,Ticket_Year,Ticket_Month,Unnamed: 13,Invoice_No_Extracted,Product_Code_Extracted,Batch_Code_Extracted,SKU_Name_Extracted,MRP_Extracted,Description,Closed_By,Closed_Date,Source_Status,Ticket_Year_Month,Ticket_Quarter,Ticket_Count,Open_Closed_Group,Issue_Category,Responsible_Area,Issue_Tags,Remarks_Updated,LR_No,Vehicle_No_Extracted,Quantity_Extracted,Order_ID_Extracted,Driver_Name_Extracted,Phone_No_Extracted,HSN_Code_Extracted,Reason_Extracted,DC_Issue_Status,DC_Code,ASM,Ticket_Number,Distributor_Code_Text,Distributor,Module,Invoice_Number,Batch_Code,SKU_Name,ASM_Zone,Product_Code_Count,Product_Code_Validation,Brand,CAT,BU,Brand_Mapping_Status,OTR_Month,OTR_Day,OTR_Week,Missing_Invoice_Flag,Missing_Product_Code_Flag,Missing_Batch_Flag,Missing_Brand_Mapping_Flag,Duplicate_Flag,Date_Validation_Status,Date_Difference_Days,Source_File,Source_Sheet
601383-20260124-105342,2026-01-24,South Branch,L5 IN Karnataka 2,B929,601383,Pavan Agencies,BI-Any other,Closed,GT Distributors,,2026,Jan,,,,,CERELAC STG 4MU Dal Veg 24x300g ZS IN,,MRP MISSMATCH OF STOCK INVOICE NO :- 938401402 INVOICE DATE :- 21-02-2026 RECEIVED DATE :- 23-01-2026 P.CODE :- 12609877 PRODUCT NAME :- CERELAC STG 4MU Dal Veg 24x300g ZS IN INVOICE BATCH :- 53490451DB RECEIVED BATCH :- 52310451DB INVOICE MRP :- 295 RECEIVED MRP :- 330 QTY :- 2CASES MRP MISSMATCH OF STOCK,INPRAKASMA1,2026-02-26 13:57:52,Closed,2026-01,Q1,1,Closed,,,,,,,2 CASES,,,,,,DC Issue,B929,L5 IN Karnataka 2,601383-20260124-105342,601383,Pavan Agencies,BI-Any other,,,CERELAC STG 4MU Dal Veg 24x300g ZS IN,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-01,Saturday,4,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601383-20260112-184305,2026-01-12,South Branch,L5 IN Karnataka 2,B929,601383,Pavan Agencies,BI-Any other,Closed,GT Distributors,,2026,Jan,,938397649,12559238,51932814BA,Product Name MAGGI 2-MIN Spicy Garlic 24x248g IN,100,Invoice Number 938397649 Cmp invoice date 07-01-2026 RECEIVED DATE 09-01-2026 Product Code 12559238 Product Name MAGGI 2-MIN Spicy Garlic 24x248g IN MRP 100 BATCH 51932814BA INVOICE QTY 2CASES MFG MONTH 12-07-2025 EXP:-12-03-2026,INPRAKASMA1,2026-02-26 13:57:52,Closed,2026-01,Q1,1,Closed,,,,,,,2CASE,,,,,,DC Issue,B929,L5 IN Karnataka 2,601383-20260112-184305,601383,Pavan Agencies,BI-Any other,938397649,51932814BA,Product Name MAGGI 2-MIN Spicy Garlic 24x248g IN,Not Available,1,Valid 8 Digit Code,IN CUL : MAGGI NDLS - FLAVOURS,CULINARY,F&B,Exact Product Code Match,2026-01,Monday,3,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601383-20260112-184614,2026-01-12,South Branch,L5 IN Karnataka 2,B929,601383,Pavan Agencies,BI-Any other,Closed,GT Distributors,,2026,Jan,,938398585,12559238,51932814BA,Product Name MAGGI 2-MIN Spicy Garlic 24x248g IN,100,NEAR EXPIRY STOCK RECEIVED WE WANT TO BILL THIS PACK FOR KEY ACCOUNT (VMM) Invoice Number 938398585 Cmp invoice date 10-01-2026 RECEIVED DATE 12-01-2026 Product Code 12559238 Product Name MAGGI 2-MIN Spicy Garlic 24x248g IN MRP 100 BATCH 51932814BA INVOICE QTY 3CASES MFG MONTH 12-07-2025 EXP:- 12-03-2026,INPRAKASMA1,2026-02-26 13:57:52,Closed,2026-01,Q1,1,Closed,,,,,,,3CASE,,,,,,DC Issue,B929,L5 IN Karnataka 2,601383-20260112-184614,601383,Pavan Agencies,BI-Any other,938398585,51932814BA,Product Name MAGGI 2-MIN Spicy Garlic 24x248g IN,Not Available,1,Valid 8 Digit Code,IN CUL : MAGGI NDLS - FLAVOURS,CULINARY,F&B,Exact Product Code Match,2026-01,Monday,3,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601383-20260102-184610,2026-01-02,South Branch,L5 IN Karnataka 2,B929,601383,Pavan Agencies,BI-Stock Shortages,Closed,GT Distributors,,2026,Jan,,938395971,12585176; 12610495,53220453J1; 535304515A,Product Name LACTOGEN PRO 3 BIB 24x400g INJE087 IN,435; 129,Stock Not Received Invoice Number 938395971 Cmp invoice date 01-01-2026 RECEIVED DATE 02-01-2026 Product Code 12585176 Product Name LACTOGEN PRO 3 BIB 24x400g INJE087 IN Batch 53220453J1 MRP 435 INVOICE QTY 5CASES RECEIVED QTY 0CASES Invoice Number 938395971 Cmp invoice date 01-01-2026 RECEIVED DATE 02-01-2026 Product Code 12610495 Product Name EVERYDAY DW 72x200g NR IN Batch 535304515A MRP 129 INVOICE QTY 2CASES RECEIVED QTY 0CASES,INPRAKASMA1,2026-05-02 18:28:56,Closed,2026-01,Q1,1,Closed,,,,,,,5CASE; 0CASE; 2CASE,,,,,,DC Issue,B929,L5 IN Karnataka 2,601383-20260102-184610,601383,Pavan Agencies,BI-Stock Shortages,938395971,53220453J1; 535304515A,Product Name LACTOGEN PRO 3 BIB 24x400g INJE087 IN,Not Available,2,Multiple 8 Digit Codes,IN NSB : Lactogen 3 | IN SSD : EveryDay DW,INFANT NUTRITION | DAIRY,NN | F&B,Exact Product Code Match,2026-01,Friday,1,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601383-20260102-185140,2026-01-02,South Branch,L5 IN Karnataka 2,B929,601383,Pavan Agencies,BI-Any other,Closed,GT Distributors,,2026,Jan,,938395971,12559339,52242814KA,Product Name MAGGI 2-MINN Spicy Manchurian 96x61g IN,25; 23,MRP MISSMATCH Invoice Number 938395971 Cmp invoice date 01-01-2026 RECEIVED DATE 02-01-2026 Product Code 12559339 Product Name MAGGI 2-MINN Spicy Manchurian 96x61g IN Batch 52242814KA INVOICE MRP 25 RECEIVED MRP 23 INVOICE QTY 1,INPRAKASMA1,2026-05-02 18:28:56,Closed,2026-01,Q1,1,Closed,,,,,,,1,,,,,,DC Issue,B929,L5 IN Karnataka 2,601383-20260102-185140,601383,Pavan Agencies,BI-Any other,938395971,52242814KA,Product Name MAGGI 2-MINN Spicy Manchurian 96x61g IN,Not Available,1,Valid 8 Digit Code,IN CUL : MAGGI NDLS - FLAVOURS,CULINARY,F&B,Exact Product Code Match,2026-01,Friday,1,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601383-20260102-185406,2026-01-02,South Branch,L5 IN Karnataka 2,B929,601383,Pavan Agencies,BI-Any other,Closed,GT Distributors,,2026,Jan,,938395933,12621098,52230454UF,Product Name KIT KAT Gooey Salted Crml 10(6x112g) IN,210; 185,MRP MISSMATCH OF STOCKS Invoice Number 938395933 Cmp invoice date 01-01-2026 RECEIVED DATE Product Code 12621098 Product Name KIT KAT Gooey Salted Crml 10(6x112g) IN Batch 52230454UF INVOICE MRP 210 RECEIVED MRP 185 INVOICE QTY 1CASES,INPRAKASMA1,2026-05-02 18:28:56,Closed,2026-01,Q1,1,Closed,,,,,,,1CASE,,,,,,DC Issue,B929,L5 IN Karnataka 2,601383-20260102-185406,601383,Pavan Agencies,BI-Any other,938395933,52230454UF,Product Name KIT KAT Gooey Salted Crml 10(6x112g) IN,Not Available,1,Valid 8 Digit Code,IN C&C : Kitkat Tablets,CHOCOLATE,F&B,Exact Product Code Match,2026-01,Friday,1,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7291479-20260628-185240,2026-06-28,South Branch,L5 IN Hyderabad 2,2032,7291479,Pay One Retail Private Limited,BI-Stock Shortages,Pending,GT Distributors,,2026,Jun,,1099856830,12601932,60200453A7,CERELAC STG1 Wheat Apple ZS 24x350g IN,265,We Had Not Received 1 Case wheat apple ZS Invoice Number- 1099856830 Product Code- 12601932 Product Name- CERELAC STG1 Wheat Apple ZS 24x350g IN Batch -60200453A7 MRP- 265 Cases- 1 LR No:    6000 Vehicle No: TS08UH7424 Driver Name: KARTHIK Mobile No: 8405808286,,,Pending,2026-06,Q2,1,Open / Pending,,,,,6000,TS08UH7424,1 CASE; 265 CASES,,,8405808286.0,,,DC Issue,2032,L5 IN Hyderabad 2,7291479-20260628-185240,7291479,Pay One Retail Private Limited,BI-Stock Shortages,1099856830,60200453A7,CERELAC STG1 Wheat Apple ZS 24x350g IN,Not Available,1,Valid 8 Digit Code,IN NSB : Cerelac 1,INFANT NUTRITION,NN,Exact Product Code Match,2026-06,Sunday,26,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7291479-20260609-125525,2026-06-09,South Branch,L5 IN Hyderabad 2,2032,7291479,Pay One Retail Private Limited,BI-Any other,Pending,GT Distributors,,2026,Jun,,1099854343,14520881; 12606197,61130452HA,NESC SUNRISE 48(30x3.8g) Ecom NR4 N1 IN; NESCAFE CLASSIC Dawn Jar 30x45g NR Batc53180452DA,2; 150; 235,"We had Not Received Following Items Instead Received Nescafe Sunrise Dawn Jar 170 MRP 2cases Extra and We haven’t ordered Sunrise 5 MRP, yet we received the stock. Invoice Number- 1099854343 Product Code-14520881 Product Name-NESC SUNRISE 48(30x3.8g) Ecom NR4 N1 IN Batch -61130452HA MRP-150 Cases-1 (Not Received) Invoice Number - 1099854343 Product Code-12606197 Product Name- NESCAFE CLASSIC Dawn Jar 30x45g NR Batc53180452DA MRP-235 Cases- 2 (Not Received) LR NO: 5681 VEHICLE NO: AP39UV1584",,,Pending,2026-06,Q2,1,Open / Pending,,,,,5681,AP39UV1584,2 CASES; 150 CASES; 235 CASES,,,,,,DC Issue,2032,L5 IN Hyderabad 2,7291479-20260609-125525,7291479,Pay One Retail Private Limited,BI-Any other,1099854343,61130452HA,NESC SUNRISE 48(30x3.8g) Ecom NR4 N1 IN; NESCAFE CLASSIC Dawn Jar 30x45g NR Batc53180452DA,Not Available,2,Multiple 8 Digit Codes,IN C&B : Nescafe Sunrise Small Packs | IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,Exact Product Code Match,2026-06,Tuesday,24,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7291479-20260514-174025,2026-05-14,South Branch,L5 IN Hyderabad 2,2032,7291479,Pay One Retail Private Limited,BI-Batch Related Issues,Pending,GT Distributors,,2026,May,,1099850965,12458968,51743657,NESCAFE GOLD Original Int5 12*100g N1 IN,1; 850,"We ordered NESCAFE GOLD Original Int5 for Rs.850/MRP., instead we received Rs.755/-MRP 1case. INVOICE NO : 1099850965 PRODUCT CODE : 12458968 PRODUCT NAME : NESCAFE GOLD Original Int5 12*100g N1 IN BATCH CODE : 51743657 MRP : 850/- QUANTITY : 1case LR NO : 5467 VEHICLE NO : AP37TC1201 DRIVER NAME : AKBAR MOBILE NO : 9395789616",,,Pending,2026-05,Q2,1,Open / Pending,,,,,5467,AP37TC1201,1case,,,9395789616.0,,,DC Issue,2032,L5 IN Hyderabad 2,7291479-20260514-174025,7291479,Pay One Retail Private Limited,BI-Batch Related Issues,1099850965,51743657,NESCAFE GOLD Original Int5 12*100g N1 IN,Not Available,1,Valid 8 Digit Code,IN C&B : Nescafe Gold - Retail,BEVERAGES,F&B,Exact Product Code Match,2026-05,Thursday,20,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7291479-20260506-144003,2026-05-06,South Branch,L5 IN Hyderabad 2,2032,7291479,Pay One Retail Private Limited,BI-Damages,Pending,GT Distributors,,2026,May,,1099848492,14176172,60161530MB,Product Name NESCAFE Mocha 30x180ml NR IN,1; 45,We Had Received Damage Stock of Nescafe Mocha 45 MRP 1Case Invoice Number 1099848492 Product Code 14176172 Product Name NESCAFE Mocha 30x180ml NR IN Batch 60161530MB MRP 45 Cases 10 LR No: 5325 Vehicle No: TG08U1466,,,Pending,2026-05,Q2,1,Open / Pending,,,,,5325,TG08U1466,1 CASE; 45 CASES,,,,,,DC Issue,2032,L5 IN Hyderabad 2,7291479-20260506-144003,7291479,Pay One Retail Private Limited,BI-Damages,1099848492,60161530MB,Product Name NESCAFE Mocha 30x180ml NR IN,Not Available,1,Valid 8 Digit Code,IN SSD : Nescafe RTD Cold Coffee,DAIRY,F&B,Exact Product Code Match,2026-05,Wednesday,19,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7291479-20260415-120141,2026-04-15,South Branch,L5 IN Hyderabad 2,2032,7291479,Pay One Retail Private Limited,BI-Stock Shortages,Closed,GT Distributors,,2026,Apr,,1099846032,12603833,60760455HA,MAGGI Tom Ket 24x190g N1 IN,70,We had Received 1 case Shortage of Product- maggi tom ket Invoice Number- 1099846032 Product Code- 12603833 Product Name- MAGGI Tom Ket 24x190g N1 IN Batch - 60760455HA MRP- 70 Cases- 1 LR NO: 5144 DRIVER NAME: SAIDULU PHONE NO: 9666888650,INPRAKASMA1,2026-03-07 19:56:45,Closed,2026-04,Q2,1,Closed,,,,,5144,,1 CASE; 70 CASES,,SAIDULU,9666888650.0,,,Not a DC Issue,2032,L5 IN Hyderabad 2,7291479-20260415-120141,7291479,Pay One Retail Private Limited,BI-Stock Shortages,1099846032,60760455HA,MAGGI Tom Ket 24x190g N1 IN,Not Available,1,Valid 8 Digit Code,IN CUL : Sauces,CULINARY,F&B,Exact Product Code Match,2026-04,Wednesday,16,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7291479-20260413-105208,2026-04-13,South Branch,L5 IN Hyderabad 2,2032,7291479,Pay One Retail Private Limited,BI-Batch Related Issues,Closed,GT Distributors,,2026,Apr,,1099845582,13680372,60829939BA,MAGGI 2-MINN Masala 16x450g N1 IN,87,We ordered Maggi 450g 6 Cases But Received 1 case 15 MRP Invoice Number- 1099845582 Product Code- 13680372 Product Name- MAGGI 2-MINN Masala 16x450g N1 IN Batch - 60829939BA MRP- 87 Cases- 6 LR NO: 5108 VEHICLE NO: TS09UC8343 DRIVER NAME: YOUSUF PHONE NO: 9701578968,INPRAKASMA1,2026-03-07 19:56:45,Closed,2026-04,Q2,1,Closed,,,,,5108,TS09UC8343,6 CASES; 1 CASE; 87 CASES,,YOUSUF,9701578968.0,,,Not a DC Issue,2032,L5 IN Hyderabad 2,7291479-20260413-105208,7291479,Pay One Retail Private Limited,BI-Batch Related Issues,1099845582,60829939BA,MAGGI 2-MINN Masala 16x450g N1 IN,Not Available,1,Valid 8 Digit Code,IN CUL : Noodles,CULINARY,F&B,Exact Product Code Match,2026-04,Monday,16,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7291479-20260410-110232,2026-04-10,South Branch,L5 IN Hyderabad 2,2032,7291479,Pay One Retail Private Limited,BI-Batch Related Issues,Closed,GT Distributors,,2026,Apr,,1099845023; 1099845024,12230487; 12601933,60840451JA; 60690453A2,MILKMAID Partly Skimmed SCM Tin 4x5kg IN; CERELAC STG1 Rice ZS 24x300g IN,1738; 6; 250; 5,We had Received MRP Interchanged Of Following Items Invoice Number- 1099845023 Product Code- 12230487 Product Name- MILKMAID Partly Skimmed SCM Tin 4x5kg IN Batch - 60840451JA MRP- 1738 Cases- 7(Received 1688 MRP 6 Cases) Invoice Number- 1099845024 Product Code- 12601933 Product Name- CERELAC STG1 Rice ZS 24x300g IN Batch - 60690453A2 MRP- 250 Cases- 9 (Received 235 MRP 5 Cases) LR NO: 5073 VEHICLE NO: TS12UC2627 DRIVER NAME: VIJAY PHONE NO: 9705193398,INPRAKASMA1,2026-03-07 19:56:45,Closed,2026-04,Q2,1,Closed,,,,,5073,TS12UC2627,1738 CASES; 6 CASES; 250 CASES; 5 CASES,,VIJAY,9705193398.0,,,Not a DC Issue,2032,L5 IN Hyderabad 2,7291479-20260410-110232,7291479,Pay One Retail Private Limited,BI-Batch Related Issues,1099845023; 1099845024,60840451JA; 60690453A2,MILKMAID Partly Skimmed SCM Tin 4x5kg IN; CERELAC STG1 Rice ZS 24x300g IN,Not Available,2,Multiple 8 Digit Codes,IN SSD : Milkmaid SCM – FS | IN NSB : Cerelac 1,NP | INFANT NUTRITION,NP | NN,Exact Product Code Match,2026-04,Friday,15,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7291479-20260202-120429,2026-02-02,South Branch,L5 IN Hyderabad 2,2032,7291479,Pay One Retail Private Limited,BI-Stock Shortages,Closed,GT Distributors,,2026,Feb,,1099833228,13679901,60180455TA,Maggi 2-MINN Masala 96*75g IN X244,,We had received 30Cases Shortage Of Product- Maggi 75G Invoice No: 1099833228 Product Code: 13679901 Product Name: Maggi 2-MINN Masala 96*75g IN X244 Batch Code: 60180455TA Quantity: 300 Cases (30 Cases Shortage Received) LR NO: 129298 VEHICLE NO: TS12UD1851 DRIVER NAME: ARJUN MOBILE NO: 9121423384,INPRAKASMA1,2026-02-13 00:55:56,Closed,2026-02,Q1,1,Closed,,,,,129298,TS12UD1851,300 Case,,,9121423384.0,,,DC Issue,2032,L5 IN Hyderabad 2,7291479-20260202-120429,7291479,Pay One Retail Private Limited,BI-Stock Shortages,1099833228,60180455TA,Maggi 2-MINN Masala 96*75g IN X244,Not Available,1,Valid 8 Digit Code,IN CUL : Noodles,CULINARY,F&B,Exact Product Code Match,2026-02,Monday,6,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7291479-20260123-132038,2026-01-23,South Branch,L5 IN Hyderabad 2,2032,7291479,Pay One Retail Private Limited,BI-Any other,Closed,GT Distributors,,2026,Jan,,1099828838,12601907; 12601931; 12607972,52520451DB; 52310453A7; 52540453A8,CERELAC STG2 Whe App Chry ZS 24x350g IN,260; 275; 325,We Received MRP interchanged Of Following Items: INVOICE NUMBER- 1099828838 PRODUCT CODE- 12601907 PRODUCT NAME CERELAC STG1 Wheat ZS 24x300g IN BATCH CODE- 52520451DB MRP- 260 CASES-2 INVOICE NUMBER-1099828838 PRODUCT CODE 12601931 PRODUCT NAME CERELAC STG1 Whe Apple Crt ZS 24x300g IN BATCH CODE- 52310453A7 MRP- 275 CASES- 6 INVOICE NUMBER- 1099828838 PRODUCT CODE- 12607972 PRODUCT NAME- CERELAC STG2 Whe App Chry ZS 24x350g IN BATCH CODE- 52540453A8 MRP- 325 CASES- 6 VEHICLE NO: TS24TA1960,INPRAKASMA1,2026-02-13 00:55:56,Closed,2026-01,Q1,1,Closed,,,,,,TS24TA1960,260 CASES; 275 CASES; 325 CASES,,,,,,DC Issue,2032,L5 IN Hyderabad 2,7291479-20260123-132038,7291479,Pay One Retail Private Limited,BI-Any other,1099828838,52520451DB; 52310453A7; 52540453A8,CERELAC STG2 Whe App Chry ZS 24x350g IN,Not Available,3,Multiple 8 Digit Codes,IN NSB : Cerelac 1 | IN NSB : Cerelac 2,INFANT NUTRITION,NN,Exact Product Code Match,2026-01,Friday,4,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7291479-20260123-133547,2026-01-23,South Branch,L5 IN Hyderabad 2,2032,7291479,Pay One Retail Private Limited,BI-Batch Related Issues,Closed,GT Distributors,,2026,Jan,,1099828838,12601755; 12602711; 12609885,53430455HA; 52600452CB; 52260453A7,MAGGI HOT & SWEET 12x1Kg N1 IN,178; 699; 339,We Received MRP Interchanged Of Following Items: INVOICE NO - 1099828838 PRODUCT CODE- 12601755 PRODUCT NAME- MAGGI HOT & SWEET 12x1Kg N1 IN BATCH CODE- 53430455HA MRP- 178 (Received 169 MRP) CASES- 2 PRODUCT CODE- 12602711 PRODUCT NAME NESCAFE SR Dawn Jar 12x190g TN NR IN BATCH CODE-  52600452CB MRP- 699 (Received 620 MRP) CASES 1 PRODUCT CODE-12609885 PRODUCT NAME CERELAC STG5 5 Grain Fruit 24x300g WS IN BATCH CODE-52260453A7 MRP- 339 (Received 299 MRP) CASES- 1 VEHICLE NO: TS24TA1960,INPRAKASMA1,2026-02-13 00:55:56,Closed,2026-01,Q1,1,Closed,,,,,,TS24TA1960,,,,,,,DC Issue,2032,L5 IN Hyderabad 2,7291479-20260123-133547,7291479,Pay One Retail Private Limited,BI-Batch Related Issues,1099828838,53430455HA; 52600452CB; 52260453A7,MAGGI HOT & SWEET 12x1Kg N1 IN,Not Available,3,Multiple 8 Digit Codes,IN CUL : Sauces | IN C&B : Nescafe Sunrise Large Packs | IN NSB : Cerelac 5,CULINARY | BEVERAGES | INFANT NUTRITION,F&B | NN,Exact Product Code Match,2026-01,Friday,4,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7339382-20260625-183859,2026-06-25,South Branch,L5 IN Bangalore City 2,B929,7339382,Pearl Enterprises,BI-Stock Shortages,Pending,GT Distributors,,2026,Jun,,,,,,,MAGGI 75G 2CASES MAGGI,,,Pending,2026-06,Q2,1,Open / Pending,,,,,,,2 CASES,,,,,,Not a DC Issue,B929,L5 IN Bangalore City 2,7339382-20260625-183859,7339382,Pearl Enterprises,BI-Stock Shortages,,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-06,Thursday,26,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7339382-20260625-183947,2026-06-25,South Branch,L5 IN Bangalore City 2,B929,7339382,Pearl Enterprises,BI-Stock Shortages,Pending,GT Distributors,,2026,Jun,,,,,,,MAGGI 300G,,,Pending,2026-06,Q2,1,Open / Pending,,,,,,,,,,,,,Not a DC Issue,B929,L5 IN Bangalore City 2,7339382-20260625-183947,7339382,Pearl Enterprises,BI-Stock Shortages,,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-06,Thursday,26,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7339382-20260625-184430,2026-06-25,South Branch,L5 IN Bangalore City 2,B929,7339382,Pearl Enterprises,BI-Stock Shortages,Pending,GT Distributors,,2026,Jun,,938435728,,,,15; 60,MAGGI 75G 2 CASES MRP 15/- MAGGI 300G 1 CASE MRP 60/- MAGGI SHORTAGE IN TRANSIT.INVOICE NO-938435728 LRNO-12944 KKP EXPRESS TRANSPORT CELL NO-6364751905,,,Pending,2026-06,Q2,1,Open / Pending,,,,,12944 KKP EXPRESS; O-12944 KKP EXPRESS,,2 CASES; 1 CASE,,,,,,Not a DC Issue,B929,L5 IN Bangalore City 2,7339382-20260625-184430,7339382,Pearl Enterprises,BI-Stock Shortages,938435728,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-06,Thursday,26,False,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7339382-20260625-184532,2026-06-25,South Branch,L5 IN Bangalore City 2,B929,7339382,Pearl Enterprises,BI-Damages,Pending,GT Distributors,,2026,Jun,,938435728,,,,45,RTD CHILHED LATE MRP 45/- 1 CASE DAMAGE IN TRANSIT INVOICE NO-938435728 LRNO-12944 CELLNO-6364751905 KKP EXPRESS TRANSPORT,,,Pending,2026-06,Q2,1,Open / Pending,,,,,,,1 CASE,,,,,,Not a DC Issue,B929,L5 IN Bangalore City 2,7339382-20260625-184532,7339382,Pearl Enterprises,BI-Damages,938435728,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-06,Thursday,26,False,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7339382-20260623-125232,2026-06-23,South Branch,L5 IN Bangalore City 2,B929,7339382,Pearl Enterprises,BI-Stock Shortages,Pending,GT Distributors,,2026,Jun,,,,61440452PA,,,MRP.2 SUNRISE 2 BUNDLE SHORTAGE IN INTACT CASE.BATCH NO ;61440452PA MAY26/MAY27,,,Pending,2026-06,Q2,1,Open / Pending,,,,,,,,,,,,,DC Issue,B929,L5 IN Bangalore City 2,7339382-20260623-125232,7339382,Pearl Enterprises,BI-Stock Shortages,,61440452PA,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-06,Tuesday,26,True,True,False,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7339382-20260623-133501,2026-06-23,South Branch,L5 IN Bangalore City 2,B929,7339382,Pearl Enterprises,BI-Stock Shortages,Pending,GT Distributors,,2026,Jun,,938419690,,,,,"milkybar choo plain 30(28x11G) in mrp.5  2 case shortage in transit. date 06/04/2026. invoice no;938419690 , lr.no; 2026506 AVG LOGISTICS LIMITED. DRIVER NAME; NAVEEN KUMAR, CL NO; 9591871846",,,Pending,2026-06,Q2,1,Open / Pending,,,,,,,2 CASE,,NAVEEN KUMAR,,,,Not a DC Issue,B929,L5 IN Bangalore City 2,7339382-20260623-133501,7339382,Pearl Enterprises,BI-Stock Shortages,938419690,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-06,Tuesday,26,False,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7339382-20260318-191938,2026-03-18,South Branch,L5 IN Bangalore City 2,B929,7339382,Pearl Enterprises,BI-Returns,Closed,GT Distributors,,2026,Mar,,,,,,,"MRP.10 BAR ONE CTLN 16(24X20.2G)  2 CASE RETURN TO DC. REASON N NEAR EXPIRY STOCK CAME VECHILE.LR NO;GC 7335, DATE;18-03-2026,  KKP EXPRESS TRANSPORT, DRIVER NAME; ARUN.R CELL;8792819929",INPRAKASMA1,2026-04-23 19:51:03,Closed,2026-03,Q1,1,Closed,,,,,GC 7335,,2 CASE,,ARUN.R CELL,,,"N NEAR EXPIRY STOCK CAME VECHILE.LR NO;GC 7335, DATE;18-03-2026, KKP EXPRESS TRANSPORT,",DC Issue,B929,L5 IN Bangalore City 2,7339382-20260318-191938,7339382,Pearl Enterprises,BI-Returns,,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-03,Wednesday,12,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7339382-20260213-201959,2026-02-13,South Branch,L5 IN Bangalore City 2,B929,7339382,Pearl Enterprises,BI-Damages,Closed,GT Distributors,,2026,Feb,,938406393,,,,,"nescafe ICED FRAPPE CND 60X170ML IN MRP.50  1 CASE DAMAGE IN TRANSIT. INVOICE NO;938406393 DATE 12-02-2026, LR NO; A 218229,  TRANSPORT; LETS TRANSPORT DRIVER NAME; MADHU CELL NO;8546908667, VEC.NO; KA04B8342",INPRAKASMA1,2026-09-03 17:03:57,Closed,2026-02,Q1,1,Closed,,,,,A 218229,KA04B8342,1 CASE,,MADHU CELL NO,,,,Not a DC Issue,B929,L5 IN Bangalore City 2,7339382-20260213-201959,7339382,Pearl Enterprises,BI-Damages,938406393,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-02,Friday,7,False,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
