Ticket Number,Ticket_Date,Invoice_Number,Product_Code_Extracted,Batch_Code,Distributor_Code,Distributor_Name,DC,Current_Status,VTA_VTR_Match_Status,Reconciliation_Remarks
601208-20260414-153318,2026-04-14,1365801231,,,601208,Kalathil Agencies,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601213-20260303-102957,2026-03-03,1365357631,12606197,60370452DA,601213,Kamalaksh Enterprises,7793,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601213-20260303-104503,2026-03-03,1365357628,,60466640MA,601213,Kamalaksh Enterprises,7793,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601213-20260303-104857,2026-03-03,1365357628,13776709,60410454F1,601213,Kamalaksh Enterprises,7793,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601213-20260223-162913,2026-02-23,1365356898,,,601213,Kamalaksh Enterprises,7793,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7589387-20260511-163054,2026-05-11,959178931,,"61040453L, 61109939LA, 61170454N1",7589387,Kirubai Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7589387-20260511-163944,2026-05-11,959178931,,"61040453L, 61109939LA, 61170454N1, 61060452VA, 61170454C1, 6034417611",7589387,Kirubai Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7093228-20260619-153751,2026-06-19,1365806455,14333175,,7093228,Kottaram Business Corporation,C963,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7093228-20260617-174144,2026-06-17,"1365806453, 1365806455, 1365806456",,,7093228,Kottaram Business Corporation,C963,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7093228-20260610-160808,2026-06-10,1365806018,,,7093228,Kottaram Business Corporation,C963,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7093228-20260421-152453,2026-04-21,1365803087,,,7093228,Kottaram Business Corporation,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7093228-20260418-122930,2026-04-18,1365802947,,,7093228,Kottaram Business Corporation,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7093228-20260326-192415,2026-03-26,1365801565,,,7093228,Kottaram Business Corporation,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7093228-20260325-131028,2026-03-25,959164453,,,7093228,Kottaram Business Corporation,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7093228-20260303-180021,2026-03-03,,,,7093228,Kottaram Business Corporation,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7093228-20260217-132637,2026-02-17,,,,7093228,Kottaram Business Corporation,2040,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601233-20260430-204403,2026-04-30,1365803511,,60970451ZA; 72CS60890451ZA,601233,Krishna Agencies,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601233-20260310-124102,2026-03-10,959165395,,60290452DB,601233,Krishna Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
3343334-20260514-114605,2026-05-14,1365803601,13680299,,3343334,Krishna Associates,C963,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
3343334-20260514-115310,2026-05-14,1365803970,12607462,,3343334,Krishna Associates,C963,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601236-20260330-181917,2026-03-30,1365801633,,60070452DA,601236,Krishna Enterprises,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601236-20260320-180026,2026-03-20,1365801143,12616941,,601236,Krishna Enterprises,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601236-20260313-173811,2026-03-13,1365800086,,60500454C1; 60480451ZA,601236,Krishna Enterprises,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601236-20260313-174827,2026-03-13,1365800496; 1365800497,,60220453K1; 60510452CA; 60350455HA; 60150455HA; 60300453K1; 60060453A7; 60460452DA,601236,Krishna Enterprises,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6605551-20260623-165401,2026-06-23,974830099,,,6605551,Krishna Traders,C749,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6605551-20260623-165939,2026-06-23,974829269,,,6605551,Krishna Traders,C749,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6235172-20260126-114010,2026-01-26,959152765,13796954,53620454P1,6235172,Kumar Associates,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5600288-20260328-090803,2026-03-28,1365801575,13718223,6067045X1,5600288,KV Agencies,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5600288-20260327-122913,2026-03-27,,14293213,60340452DA,5600288,KV Agencies,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5600288-20260327-150111,2026-03-27,1365801023,12559338,60522814KA,5600288,KV Agencies,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5600288-20260327-150435,2026-03-27,1054169573,12603852,53610455HA,5600288,KV Agencies,2040,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7097726-20260526-115632,2026-05-26,974825944,14507911; 14316364,,7097726,L K Enterprises,C749,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6700167-20260629-142502,2026-06-29,1366100922,,60970452DA,6700167,Laasritha Enterprises,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6700167-20260615-145839,2026-06-15,1366100298; 1366100300,,,6700167,Laasritha Enterprises,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6700167-20260615-152145,2026-06-15,1366100298,,53100453J2,6700167,Laasritha Enterprises,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6700167-20260612-163922,2026-06-12,1366100173,,61190452K3; 60522814AA; 61370455KA; 60950453A4,6700167,Laasritha Enterprises,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6700167-20260529-194407,2026-05-29,1099852940,,,6700167,Laasritha Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6700167-20260520-190529,2026-05-20,1099851661,,,6700167,Laasritha Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6700167-20260516-145957,2026-05-16,1099851061,,61110453A7,6700167,Laasritha Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6700167-20260417-183847,2026-04-17,1099846324,,60839939BB; 60889939CA,6700167,Laasritha Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6700167-20260414-130448,2026-04-14,1099845591,,,6700167,Laasritha Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6700167-20260328-183901,2026-03-28,1099842770,,,6700167,Laasritha Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6700167-20260317-184942,2026-03-17,1099840363,,,6700167,Laasritha Enterprises,2032,Reopened,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6700167-20260206-161240,2026-02-06,1099833942,,60120451DA,6700167,Laasritha Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6700167-20260110-112000,2026-01-10,1099829295,12458968,51743657,6700167,Laasritha Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6700167-20260110-150609,2026-01-10,1099830340,12518426,52530453K2,6700167,Laasritha Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6700167-20260110-151306,2026-01-10,1099830335,,,6700167,Laasritha Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5881290-20260626-120815,2026-06-26,1099856796,14520881,,5881290,Lakshmi Enterprises,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5881290-20260626-133335,2026-06-26,1366100778,12608635,,5881290,Lakshmi Enterprises,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5881290-20260617-124511,2026-06-17,974826528,12612451,,5881290,Lakshmi Enterprises,C749,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5881290-20260617-124842,2026-06-17,974826527,13680087,,5881290,Lakshmi Enterprises,C749,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5881290-20260418-131446,2026-04-18,1099846164,,,5881290,Lakshmi Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5881290-20260416-115248,2026-04-16,1099844536,12570655,52760455KA,5881290,Lakshmi Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5881290-20260408-165739,2026-04-08,1099844536,12589871,,5881290,Lakshmi Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5881290-20260407-112753,2026-04-07,974814638,12967299,,5881290,Lakshmi Enterprises,C749,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5881290-20260406-185618,2026-04-06,1099843945,12425168,608028141A; 530128141A,5881290,Lakshmi Enterprises,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5881290-20260206-105202,2026-02-06,974809423,12616251,,5881290,Lakshmi Enterprises,C749,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
5881290-20260206-110409,2026-02-06,974809423,12609894,51026763JAG,5881290,Lakshmi Enterprises,C749,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
